score	insns	calls	indirect	branches	dispatch	cop1	cop2	distinct_mem	kind	addr	demangled	file
20.05	7	1	0	1	1	0	0	1	opaque	0x4023b0	FxConstruct__H2ZQ36OC3Ent4Facet6FxList1ZPQ36OC3Ent4Face11FxRefStringZQ36OC3Ent4Facet6Fx	FxConstruct__H2ZQ36OC3Ent4Facet6FxList1ZPQ36OC3Ent4Face11FxRefStringZQ36OC3Ent4Facet6Fx_0x4023b0.cpp
20.05	7	1	0	1	1	0	0	1	opaque	0x3f7f18	FxConstruct__H2ZQ36OC3Ent4Facet6FxList1ZPQ36OC3Ent4Face7FxActorZQ36OC3Ent4Facet6FxList1	FxConstruct__H2ZQ36OC3Ent4Facet6FxList1ZPQ36OC3Ent4Face7FxActorZQ36OC3Ent4Facet6FxList1_0x3f7f18.cpp
20.05	7	1	0	1	1	0	0	1	opaque	0x3fdad0	FxConstruct__H2ZQ36OC3Ent4Facet7FxArray1ZPQ36OC3Ent4Face7FxClassZQ36OC3Ent4Facet7FxArra	FxConstruct__H2ZQ36OC3Ent4Facet7FxArray1ZPQ36OC3Ent4Face7FxClassZQ36OC3Ent4Facet7FxArra_0x3fdad0.cpp
20.05	7	1	0	1	1	0	0	1	opaque	0x3fbba0	FxConstruct__H2ZQ36OC3Ent4Facet7FxArray1ZPQ36OC3Ent4Face9FxArchiveZQ36OC3Ent4Facet7FxAr	FxConstruct__H2ZQ36OC3Ent4Facet7FxArray1ZPQ36OC3Ent4Face9FxArchiveZQ36OC3Ent4Facet7FxAr_0x3fbba0.cpp
20.05	11	0	0	4	1	0	0	2		0x17fa30	CharDriver::Last()	Last__10CharDriver_0x17fa30.cpp
20.05	13	1	0	0	1	0	0	5		0x12a208	FadePanel::Enter()	Enter__9FadePanel_0x12a208.cpp
20.05	13	1	0	0	1	0	0	5		0x2384f8	ParamEdit::SaveCurParam()	SaveCurParam__9ParamEdit_0x2384f8.cpp
20.05	13	1	0	0	1	0	0	5		0x1287d0	CrowdAudio::StartSong()	StartSong__10CrowdAudio_0x1287d0.cpp
20.05	13	1	0	0	1	0	0	5		0x192398	CharTaskMgr::ps2_()	ps2___11CharTaskMgr_0x192398.cpp
20.05	23	0	0	3	1	0	0	5	accessor	0x2765c0	MasterAudio::NumCapturedTracks()	NumCapturedTracks__11MasterAudio_0x2765c0.cpp
20.2	12	0	0	1	0	0	0	5	opaque	0x365038	ps2__Bfree	ps2__Bfree_0x365038.cpp
20.2	18	1	0	0	1	0	0	4		0x11c648	StoreGuitarProvider::ps2_()	ps2___19StoreGuitarProvider_0x11c648.cpp
20.25	15	1	0	0	1	0	0	5		0x25c9c0	ParallelGroupSeqInst::ps2_(ParallelGroupSeq *)	ps2___20ParallelGroupSeqInstP16ParallelGroupSeq_0x25c9c0.cpp
20.25	15	1	0	0	1	0	0	5		0x325c58	String::resize(int  unsigned)	resize__6StringUi_0x325c58.cpp
20.3	18	0	0	4	1	0	0	5	accessor	0x24b148	UIScreen::HasPanel(UIPanel *)	HasPanel__8UIScreenP7UIPanel_0x24b148.cpp
20.35	15	1	0	0	1	0	0	1	opaque	0x34dfb8	isceSifSendCmd	isceSifSendCmd_0x34dfb8.cpp
20.35	17	1	0	2	1	0	0	4	accessor	0x14a540	CharsysPanel::IsCharLoaded(int)	IsCharLoaded__12CharsysPaneli_0x14a540.cpp
20.4	8	0	0	1	0	0	0	6	opaque	0x402120	FxConstruct__H2ZQ46OC3Ent4Facet6FxList1ZPQ36OC3Ent4Face11FxRefString10FxListNodeZQ46OC3	FxConstruct__H2ZQ46OC3Ent4Facet6FxList1ZPQ36OC3Ent4Face11FxRefString10FxListNodeZQ46OC3_0x402120.cpp
20.4	8	0	0	1	0	0	0	6	opaque	0x3f82a0	FxConstruct__H2ZQ46OC3Ent4Facet6FxList1ZPQ36OC3Ent4Face15FxActorInstance10FxListNodeZQ4	FxConstruct__H2ZQ46OC3Ent4Facet6FxList1ZPQ36OC3Ent4Face15FxActorInstance10FxListNodeZQ4_0x3f82a0.cpp
20.4	8	0	0	1	0	0	0	6	opaque	0x3f7c88	FxConstruct__H2ZQ46OC3Ent4Facet6FxList1ZPQ36OC3Ent4Face7FxActor10FxListNodeZQ46OC3Ent4F	FxConstruct__H2ZQ46OC3Ent4Facet6FxList1ZPQ36OC3Ent4Face7FxActor10FxListNodeZQ46OC3Ent4F_0x3f7c88.cpp
20.4	8	0	0	1	0	0	0	6	opaque	0x3a6970	FxConstruct__H2ZQ46OC3Ent4Facet6FxList1ZQ36OC3Ent4Face9FxBoneKey10FxListNodeZQ46OC3Ent4	FxConstruct__H2ZQ46OC3Ent4Facet6FxList1ZQ36OC3Ent4Face9FxBoneKey10FxListNodeZQ46OC3Ent4_0x3a6970.cpp
20.4	8	1	0	1	1	0	0	1	opaque	0x3f9798	FxDestroy__H1ZQ36OC3Ent4Face16FxAnimBoneWeight_Q26OC3Ent4FacePX01_v	FxDestroy__H1ZQ36OC3Ent4Face16FxAnimBoneWeight_Q26OC3Ent4FacePX01_v_0x3f9798.cpp
20.4	8	1	0	1	1	0	0	1	opaque	0x3ffbc8	FxDestroy__H1ZQ36OC3Ent4Face21FxLinkFnParameterDesc_Q26OC3Ent4FacePX01_v	FxDestroy__H1ZQ36OC3Ent4Face21FxLinkFnParameterDesc_Q26OC3Ent4FacePX01_v_0x3ffbc8.cpp
20.4	8	1	0	1	1	0	0	1	opaque	0x3fad08	FxDestroy__H1ZQ36OC3Ent4Face9FxAnimKey_Q26OC3Ent4FacePX01_v	FxDestroy__H1ZQ36OC3Ent4Face9FxAnimKey_Q26OC3Ent4FacePX01_v_0x3fad08.cpp
20.4	8	1	0	1	1	0	0	1	opaque	0x3fdef0	FxDestroy__H1ZQ46OC3Ent4Face11FxFaceGraph23FxFaceGraphNodeJumpList_Q26OC3Ent4FacePX01_v	FxDestroy__H1ZQ46OC3Ent4Face11FxFaceGraph23FxFaceGraphNodeJumpList_Q26OC3Ent4FacePX01_v_0x3fdef0.cpp
20.4	8	1	0	1	1	0	0	1	opaque	0x4018a0	FxDestroy__H1ZQ46OC3Ent4Face16FxMasterBoneList21FxMasterBoneListEntry_Q26OC3Ent4FacePX0	FxDestroy__H1ZQ46OC3Ent4Face16FxMasterBoneList21FxMasterBoneListEntry_Q26OC3Ent4FacePX0_0x4018a0.cpp
20.4	8	1	0	1	1	0	0	1	opaque	0x3fcb58	FxDestroy__H1ZQ46OC3Ent4Facet6FxList1ZQ36OC3Ent4Face9FxBoneKey10FxListNode_Q26OC3Ent4Fa	FxDestroy__H1ZQ46OC3Ent4Facet6FxList1ZQ36OC3Ent4Face9FxBoneKey10FxListNode_Q26OC3Ent4Fa_0x3fcb58.cpp
20.4	8	1	0	1	1	0	0	1	opaque	0x401520	FxDestroy__H1ZQ56OC3Ent4Face16FxMasterBoneList21FxMasterBoneListEntry10FxBoneLink_Q26OC	FxDestroy__H1ZQ56OC3Ent4Face16FxMasterBoneList21FxMasterBoneListEntry10FxBoneLink_Q26OC_0x401520.cpp
20.45	9	0	0	2	0	3	0	2	opaque	0x14c0c8	ps2___static_initialization_and_destruction_0	ps2___static_initialization_and_destruction_0_0x14c0c8.cpp
20.5	16	2	0	0	2	0	0	4	accessor	0x2a07d8	OC3Ent::Face::FxGenericTargetNode::SetGenericTargetProxy(?)	SetGenericTargetProxy__Q36OC3Ent4Face19FxGenericTargetNodePQ36OC3Ent4Face20FxGenericTar_0x2a07d8.cpp
20.55	11	1	0	0	1	0	0	2	opaque	0x3a8ec8	ps2___apl__Q36OC3Ent4Facet12FxStringBase1ZcRCc	ps2___apl__Q36OC3Ent4Facet12FxStringBase1ZcRCc_0x3a8ec8.cpp
20.55	11	1	0	0	1	0	0	2	opaque	0x102858	ps2___throw_type_match	ps2___throw_type_match_0x102858.cpp
20.55	11	1	0	0	1	0	0	2	opaque	0x35e558	strtod	strtod_0x35e558.cpp
20.6	16	1	0	0	1	0	0	5		0x154db8	MemcardMgr::OnSpaceAvailable(DataArray * const)	OnSpaceAvailable__10MemcardMgrPC9DataArray_0x154db8.cpp
20.65	19	0	0	2	1	0	0	0	opaque	0x351878	DIntr	DIntr_0x351878.cpp
20.7	16	1	0	0	1	0	0	1	opaque	0x34e728	_alarm_bind	_alarm_bind_0x34e728.cpp
20.7	22	1	0	1	2	0	0	5	accessor	0x2a1a78	CameraManager::FindCameraShot(?)	FindCameraShot__13CameraManagerG6SymbolRCQ211stlpmtx_stdt4list2ZQ211stlpmtx_stdt4pair2Z_0x2a1a78.cpp
20.75	9	1	0	1	1	0	0	1	opaque	0x34d8a8	kprintf_char	kprintf_char_0x34d8a8.cpp
20.75	9	1	0	1	1	0	0	1	opaque	0x34d880	printf_char	printf_char_0x34d880.cpp
20.85	15	0	0	2	1	0	0	1	opaque	0x1ced60	getUnpackFormatIndex	getUnpackFormatIndex_0x1ced60.cpp
20.85	15	0	0	0	0	0	0	11		0x27ef28	PlayerTrackConfigList::ps2_()	ps2___21PlayerTrackConfigList_0x27ef28.cpp
20.85	17	2	0	0	2	0	0	4	accessor	0x11d8e0	CharacterProvider::GetCharacter(int)	GetCharacter__C17CharacterProvideri_0x11d8e0.cpp
20.85	17	2	0	0	2	0	0	4	accessor	0x11ba38	GuitarProvider::GetGuitar(int)	GetGuitar__C14GuitarProvideri_0x11ba38.cpp
20.85	17	2	0	0	2	0	0	4	accessor	0x11b6b8	VenueProvider::GetVenue(int)	GetVenue__C13VenueProvideri_0x11b6b8.cpp
20.85	21	1	0	1	2	0	0	5	accessor	0x12aa00	GameConfig::ResetPlayerData()	ResetPlayerData__10GameConfig_0x12aa00.cpp
20.9	12	1	0	0	1	0	0	2	opaque	0x402f28	ps2___less__H1ZUi_11stlpmtx_stdPX01_Q211stlpmtx_stdt4less1ZX01	ps2___less__H1ZUi_11stlpmtx_stdPX01_Q211stlpmtx_stdt4less1ZX01_0x402f28.cpp
20.9	12	1	0	0	1	0	0	2	opaque	0x380000	ps2___less__H1Zi_11stlpmtx_stdPX01_Q211stlpmtx_stdt4less1ZX01	ps2___less__H1Zi_11stlpmtx_stdPX01_Q211stlpmtx_stdt4less1ZX01_0x380000.cpp
20.9	12	1	0	0	1	0	0	2	opaque	0x361010	vfiprintf	vfiprintf_0x361010.cpp
20.95	17	1	0	0	1	0	0	5		0x177760	CharClipSamples::FacingSet::ps2_(CharBonesSamples &)	ps2___Q215CharClipSamples9FacingSetR16CharBonesSamples_0x177760.cpp
20.95	19	1	0	2	2	0	0	3	accessor	0x331f60	CustomArray::EndBits()	EndBits__11CustomArray_0x331f60.cpp
20.95	23	0	0	0	0	12	0	0		0x1f3640	RndMesh::PatchOkay(int, int)	PatchOkay__7RndMeshii_0x1f3640.cpp
21.05	7	2	0	0	2	0	0	1		0x2683f0	SynthEE::Init()	Init__7SynthEE_0x2683f0.cpp
21.05	11	0	0	2	1	0	0	2	opaque	0x351cc0	kCopy	kCopy_0x351cc0.cpp
21.05	11	0	0	2	1	0	0	2	opaque	0x35b0b0	memcpyalpha	memcpyalpha_0x35b0b0.cpp
21.05	15	1	0	0	1	3	0	2		0x10d968	GuitarCharacter::PlayingFarStarPower()	PlayingFarStarPower__15GuitarCharacter_0x10d968.cpp
21.05	15	1	0	0	1	3	0	2		0x10c7c0	GuitarCharacter::PlayingStarPower()	PlayingStarPower__15GuitarCharacter_0x10c7c0.cpp
21.1	8	1	0	0	1	0	0	3	opaque	0x35b928	ps2___sclose	ps2___sclose_0x35b928.cpp
21.1	14	1	0	0	1	1	0	5		0x2326b8	RndGenerator::OnGenerate(DataArray * const)	OnGenerate__12RndGeneratorPC9DataArray_0x2326b8.cpp
21.1	16	1	0	0	1	0	0	5		0x17bd70	CharClipSet::DirtyType()	DirtyType__11CharClipSet_0x17bd70.cpp
21.1	26	0	0	0	0	4	0	7		0x1616e8	Gem::ps2_(char  unsigned, float, float, bool)	ps2___3GemUcffb_0x1616e8.cpp
21.15	17	0	0	0	0	1	0	10		0x1d0b70	RndAnimatable::FramesPerUnit()	FramesPerUnit__13RndAnimatable_0x1d0b70.cpp
21.15	23	0	0	3	1	0	0	6	accessor	0x1afb38	Waypoint::Find(int)	Find__8Waypointi_0x1afb38.cpp
21.2	14	1	0	1	1	0	0	3		0x2f6fa0	AppChild::Terminate()	Terminate__8AppChild_0x2f6fa0.cpp
21.2	14	1	0	1	1	0	0	3		0x2edc50	FileCache::Terminate()	Terminate__9FileCache_0x2edc50.cpp
21.2	18	2	0	0	2	0	0	4	accessor	0x2fb9b8	DataArray::FindArray(?)	FindArray__C9DataArrayG6SymbolPCc_0x2fb9b8.cpp
21.25	13	1	0	0	1	0	0	2	opaque	0x34fad8	sceFsReset	sceFsReset_0x34fad8.cpp
21.25	13	1	0	0	1	0	0	2	opaque	0x3636c8	strtol	strtol_0x3636c8.cpp
21.25	13	1	0	0	1	0	0	2	opaque	0x35e7a0	strtoul	strtoul_0x35e7a0.cpp
21.25	15	0	0	1	0	0	0	5	opaque	0x1ca9c0	getTransferSourceAddress	getTransferSourceAddress_0x1ca9c0.cpp
21.25	15	0	0	1	0	0	0	5	opaque	0x376e80	ps2__Transfer__Q211stlpmtx_stdt12_List_global1ZbPQ211stlpmtx_std15_List_node_baseN21	ps2__Transfer__Q211stlpmtx_stdt12_List_global1ZbPQ211stlpmtx_std15_List_node_baseN21_0x376e80.cpp
21.3	20	0	0	0	0	6	0	6		0x16a430	SlotViews::StartInstance(int, float, float, RndGroup *, float)	StartInstance__9SlotViewsiffP8RndGroupf_0x16a430.cpp
21.4	8	2	0	0	2	0	0	1		0x17fc40	CharDriver::FirstPlayingClip()	FirstPlayingClip__10CharDriver_0x17fc40.cpp
21.4	8	2	0	0	2	0	0	1		0x17fc18	CharDriver::LastClip()	LastClip__10CharDriver_0x17fc18.cpp
21.45	15	1	0	2	1	0	0	2		0x3213a0	MemCompact(int, int, bool)	MemCompact__Fiib_0x3213a0.cpp
21.45	17	1	0	0	1	0	0	5		0x3255e8	String::ps2_()	ps2___6String_0x3255e8.cpp
21.5	26	0	0	2	0	0	0	4		0x32da88	Rand::Int()	Int__4Rand_0x32da88.cpp
21.55	15	1	0	1	1	0	0	3		0x2fabf0	AsyncFileEE::ps2__ReadDone()	ps2__ReadDone__11AsyncFileEE_0x2fabf0.cpp
21.6	14	0	0	2	0	4	0	4		0x1485c8	CharsysPanel::CacheModel::ps2___lt(CharsysPanel::CacheModel & const)	ps2___lt__CQ212CharsysPanel10CacheModelRCQ212CharsysPanel10CacheModel_0x1485c8.cpp
21.6	20	1	0	1	1	0	0	6	accessor	0x304980	DataTermFuncs(void)	DataTermFuncs__Fv_0x304980.cpp
21.65	11	0	0	0	0	4	0	10		0x2cce38	LightPreset::FillEnvPresetData(RndEnviron *, LightPreset::EnvironmentEntry &)	FillEnvPresetData__11LightPresetP10RndEnvironRQ211LightPreset16EnvironmentEntry_0x2cce38.cpp
21.65	17	0	0	0	0	0	0	12		0x231808	RndGenerator::DrawMultiMesh(RndDrawable::DrawType, Transform &, float)	DrawMultiMesh__12RndGeneratorQ211RndDrawable8DrawTypeR9Transformf_0x231808.cpp
21.65	19	1	0	0	1	0	0	10	accessor	0x15abf0	Track::SetSurfaceShowing(bool)	SetSurfaceShowing__5Trackb_0x15abf0.cpp
21.7	14	1	0	2	1	0	0	3		0x27ebd8	PhraseCatcher::Hit(int, float, int, bool)	Hit__13PhraseCatcherifib_0x27ebd8.cpp
21.75	9	2	0	0	2	0	0	1		0x3fb328	OC3Ent::Face::FxAnimCurve::ConstructObject()	ConstructObject__Q36OC3Ent4Face11FxAnimCurve_0x3fb328.cpp
21.75	9	2	0	0	2	0	0	1		0x3fac48	OC3Ent::Face::FxAnimGroup::ConstructObject()	ConstructObject__Q36OC3Ent4Face11FxAnimGroup_0x3fac48.cpp
21.75	9	2	0	0	2	0	0	1		0x3fcf30	OC3Ent::Face::FxBoneCurve::ConstructObject()	ConstructObject__Q36OC3Ent4Face11FxBoneCurve_0x3fcf30.cpp
21.75	9	2	0	0	2	0	0	1		0x3fdda8	OC3Ent::Face::FxDeltaNode::ConstructObject()	ConstructObject__Q36OC3Ent4Face11FxDeltaNode_0x3fdda8.cpp
21.75	9	2	0	0	2	0	0	1		0x3fe4d0	OC3Ent::Face::FxFaceGraph::ConstructObject()	ConstructObject__Q36OC3Ent4Face11FxFaceGraph_0x3fe4d0.cpp
21.75	9	2	0	0	2	0	0	1		0x402900	OC3Ent::Face::FxRefObject::ConstructObject()	ConstructObject__Q36OC3Ent4Face11FxRefObject_0x402900.cpp
21.75	9	2	0	0	2	0	0	1		0x402a10	OC3Ent::Face::FxRefString::ConstructObject()	ConstructObject__Q36OC3Ent4Face11FxRefString_0x402a10.cpp
21.75	9	2	0	0	2	0	0	1		0x4026e0	OC3Ent::Face::FxNamedObject::ConstructObject()	ConstructObject__Q36OC3Ent4Face13FxNamedObject_0x4026e0.cpp
21.75	9	2	0	0	2	0	0	1		0x3fd830	OC3Ent::Face::FxBonePoseNode::ConstructObject()	ConstructObject__Q36OC3Ent4Face14FxBonePoseNode_0x3fd830.cpp
21.75	9	2	0	0	2	0	0	1		0x3fdc70	OC3Ent::Face::FxCombinerNode::ConstructObject()	ConstructObject__Q36OC3Ent4Face14FxCombinerNode_0x3fdc70.cpp
21.75	9	2	0	0	2	0	0	1		0x3f9558	OC3Ent::Face::FxActorInstance::ConstructObject()	ConstructObject__Q36OC3Ent4Face15FxActorInstance_0x3f9558.cpp
21.75	9	2	0	0	2	0	0	1		0x402b28	OC3Ent::Face::FxCurrentTimeNode::ConstructObject()	ConstructObject__Q36OC3Ent4Face17FxCurrentTimeNode_0x402b28.cpp
21.75	9	2	0	0	2	0	0	1		0x402e88	OC3Ent::Face::FxMorphTargetNode::ConstructObject()	ConstructObject__Q36OC3Ent4Face17FxMorphTargetNode_0x402e88.cpp
21.75	9	2	0	0	2	0	0	1		0x3ff8a8	OC3Ent::Face::FxFaceGraphNodeLink::ConstructObject()	ConstructObject__Q36OC3Ent4Face19FxFaceGraphNodeLink_0x3ff8a8.cpp
21.75	9	2	0	0	2	0	0	1		0x402d70	OC3Ent::Face::FxGenericTargetNode::ConstructObject()	ConstructObject__Q36OC3Ent4Face19FxGenericTargetNode_0x402d70.cpp
21.75	9	2	0	0	2	0	0	1		0x3fab38	OC3Ent::Face::FxAnim::ConstructObject()	ConstructObject__Q36OC3Ent4Face6FxAnim_0x3fab38.cpp
21.75	9	2	0	0	2	0	0	1		0x3fcb20	OC3Ent::Face::FxBone::ConstructObject()	ConstructObject__Q36OC3Ent4Face6FxBone_0x3fcb20.cpp
21.75	9	2	0	0	2	0	0	1		0x3f89d0	OC3Ent::Face::FxActor::ConstructObject()	ConstructObject__Q36OC3Ent4Face7FxActor_0x3f89d0.cpp
21.75	9	2	0	0	2	0	0	1		0x4027f0	OC3Ent::Face::FxObject::ConstructObject()	ConstructObject__Q36OC3Ent4Face8FxObject_0x4027f0.cpp
21.75	9	2	0	0	2	0	0	1		0x3fb480	OC3Ent::Face::FxAnimSet::ConstructObject()	ConstructObject__Q36OC3Ent4Face9FxAnimSet_0x3fb480.cpp
21.75	9	2	0	0	2	0	0	1		0x3ce8e8	RndCubeTex::NewObject()	NewObject__10RndCubeTex_0x3ce8e8.cpp
21.75	9	2	0	0	2	0	0	1		0x3b64c8	RndEnviron::NewObject()	NewObject__10RndEnviron_0x3b64c8.cpp
21.75	9	2	0	0	2	0	0	1		0x3c4f00	RndPostProc::NewObject()	NewObject__11RndPostProc_0x3c4f00.cpp
21.75	9	2	0	0	2	0	0	1		0x3e97d8	SynthSample::NewObject()	NewObject__11SynthSample_0x3e97d8.cpp
21.75	9	2	0	0	2	0	0	1		0x3abc10	VenueVerify::NewObject()	NewObject__11VenueVerify_0x3abc10.cpp
21.75	9	2	0	0	2	0	0	1		0x413c08	EventTrigger::NewObject()	NewObject__12EventTrigger_0x413c08.cpp
21.75	9	2	0	0	2	0	0	1		0x3a54b0	OutfitLoader::NewObject()	NewObject__12OutfitLoader_0x3a54b0.cpp
21.75	9	2	0	0	2	0	0	1		0x377a28	StatsProvider::NewObject()	NewObject__13StatsProvider_0x377a28.cpp
21.75	9	2	0	0	2	0	0	1		0x3ebbe0	SynthSamplePs::NewObject()	NewObject__13SynthSamplePs_0x3ebbe0.cpp
21.75	9	2	0	0	2	0	0	1		0x3e3f40	RandomGroupSeq::NewObject()	NewObject__14RandomGroupSeq_0x3e3f40.cpp
21.75	9	2	0	0	2	0	0	1		0x376050	MultiSelectScreen::NewObject()	NewObject__17MultiSelectScreen_0x376050.cpp
21.75	9	2	0	0	2	0	0	1		0x37e9a0	TrackBudgetScreen::NewObject()	NewObject__17TrackBudgetScreen_0x37e9a0.cpp
21.75	9	2	0	0	2	0	0	1		0x3e7ab0	Sfx::NewObject()	NewObject__3Sfx_0x3e7ab0.cpp
21.75	9	2	0	0	2	0	0	1		0x3e0c18	Fader::NewObject()	NewObject__5Fader_0x3e0c18.cpp
21.75	9	2	0	0	2	0	0	1		0x3af898	PsMat::NewObject()	NewObject__5PsMat_0x3af898.cpp
21.75	9	2	0	0	2	0	0	1		0x3b0838	PsTex::NewObject()	NewObject__5PsTex_0x3b0838.cpp
21.75	9	2	0	0	2	0	0	1		0x3bc718	RndMat::NewObject()	NewObject__6RndMat_0x3bc718.cpp
21.75	9	2	0	0	2	0	0	1		0x3d2218	RndMem::NewObject()	NewObject__6RndMem_0x3d2218.cpp
21.75	9	2	0	0	2	0	0	1		0x3c5d30	RndSet::NewObject()	NewObject__6RndSet_0x3c5d30.cpp
21.75	9	2	0	0	2	0	0	1		0x3c62c8	RndTex::NewObject()	NewObject__6RndTex_0x3c62c8.cpp
21.75	9	2	0	0	2	0	0	1		0x3e36c0	SfxSeq::NewObject()	NewObject__6SfxSeq_0x3e36c0.cpp
21.75	9	2	0	0	2	0	0	1		0x3d0228	RndFont::NewObject()	NewObject__7RndFont_0x3d0228.cpp
21.75	9	2	0	0	2	0	0	1		0x3e3980	WaitSeq::NewObject()	NewObject__7WaitSeq_0x3e3980.cpp
21.75	9	2	0	0	2	0	0	1		0x37ba18	GHScreen::NewObject()	NewObject__8GHScreen_0x37ba18.cpp
21.75	9	2	0	0	2	0	0	1		0x3db5b8	UIScreen::NewObject()	NewObject__8UIScreen_0x3db5b8.cpp
21.75	9	2	0	0	2	0	0	1		0x3c6038	RndShader::NewObject()	NewObject__9RndShader_0x3c6038.cpp
21.75	9	2	0	0	2	0	0	1		0x42dca8	Hmx::Object::NewObject()	NewObject__Q23Hmx6Object_0x42dca8.cpp
21.75	11	1	0	1	1	0	0	4		0x25c810	SerialGroupSeqInst::StartImpl()	StartImpl__18SerialGroupSeqInst_0x25c810.cpp
21.75	13	0	0	2	1	0	0	2	opaque	0x351948	kCopy	kCopy_0x351948.cpp
21.75	13	0	0	2	1	0	0	2	opaque	0x351b60	kCopy	kCopy_0x351b60.cpp
21.75	13	0	0	2	1	0	0	2	opaque	0x351d48	kCopy	kCopy_0x351d48.cpp
21.75	13	0	0	2	1	0	0	2	opaque	0x352f60	kCopy	kCopy_0x352f60.cpp
21.75	17	2	0	1	2	0	0	3	accessor	0x2991f0	OC3Ent::Face::FxFaceGraphNodeUserProperty::SetStringProperty(?)	SetStringProperty__Q36OC3Ent4Face27FxFaceGraphNodeUserPropertyRCQ36OC3Ent4Facet12FxStri_0x2991f0.cpp
21.8	10	1	0	0	1	0	0	3	opaque	0x3fe9e0	ps2___ml__CQ36OC3Ent4Facet12FxStringBase1Zc	ps2___ml__CQ36OC3Ent4Facet12FxStringBase1Zc_0x3fe9e0.cpp
21.8	18	1	0	0	1	0	0	5		0x25ae88	RandomGroupSeq::ps2_()	ps2___14RandomGroupSeq_0x25ae88.cpp
21.8	20	0	0	4	0	0	0	3		0x2858e0	SongParser::CheckDrumFillMarker(int, bool)	CheckDrumFillMarker__10SongParserib_0x2858e0.cpp
21.85	15	1	0	0	1	0	0	6		0x1169b0	PlayerConfig::OnGetOutfitIndex(DataArray *)	OnGetOutfitIndex__12PlayerConfigP9DataArray_0x1169b0.cpp
21.9	12	1	0	1	1	2	0	3		0x1131f8	Player::Miss(float, int)	Miss__6Playerfi_0x1131f8.cpp
21.9	16	1	0	1	1	0	0	3		0x257908	ADSR::SyncPacked()	SyncPacked__4ADSR_0x257908.cpp
21.9	16	1	0	0	1	2	0	4		0x2977a0	OC3Ent::Face::FxDeltaNode::ps2_()	ps2___Q36OC3Ent4Face11FxDeltaNode_0x2977a0.cpp
21.9	18	0	0	2	1	0	0	1	opaque	0x1ceda0	getCmdIndex	getCmdIndex_0x1ceda0.cpp
21.95	11	2	0	0	2	0	0	1		0x12aa58	GameConfig::ModeFlag(?)	ModeFlag__10GameConfigG6Symbol_0x12aa58.cpp
21.95	29	0	0	4	0	0	0	3	accessor	0x14c908	EndGamePanel::GetVersusSpread(int, int)	GetVersusSpread__12EndGamePanelii_0x14c908.cpp
22.0	12	1	0	1	1	0	0	3		0x104a28	uncaught_exception(void)	uncaught_exception__Fv_0x104a28.cpp
22.0	14	1	0	0	1	0	0	6		0x432140	BoolOption::Process()	Process__10BoolOption_0x432140.cpp
22.05	21	0	0	3	1	0	0	2		0x329508	Pool::ps2_(int, void *, int)	ps2___4PooliPvi_0x329508.cpp
22.1	10	2	0	0	2	0	0	1		0x3ff448	OC3Ent::Face::FxFaceGraphNodeUserProperty::ConstructObject()	ConstructObject__Q36OC3Ent4Face27FxFaceGraphNodeUserProperty_0x3ff448.cpp
22.1	10	2	0	0	2	0	0	1		0x1c83a8	PsParticleSys::Init()	Init__13PsParticleSys_0x1c83a8.cpp
22.1	10	2	0	0	2	0	0	1		0x2a41e8	CamShot::Init()	Init__7CamShot_0x2a41e8.cpp
22.1	12	1	0	1	1	0	0	4		0x14a510	CharsysPanel::AreCharsLoaded()	AreCharsLoaded__12CharsysPanel_0x14a510.cpp
22.1	16	2	0	0	2	0	0	5	accessor	0x1181c0	PlayerMatcher::SetTrack(int)	SetTrack__13PlayerMatcheri_0x1181c0.cpp
22.15	19	0	0	2	1	0	0	5		0x1f7da0	RndMultiMesh::OnNumXfms(DataArray * const)	OnNumXfms__12RndMultiMeshPC9DataArray_0x1f7da0.cpp
22.2	16	1	0	0	1	0	0	6		0x203740	Rnd::OnToggleTimers(DataArray * const)	OnToggleTimers__3RndPC9DataArray_0x203740.cpp
22.3	16	0	0	3	1	0	0	2		0x32f2e0	NextHashPrime(int)	NextHashPrime__Fi_0x32f2e0.cpp
22.3	22	1	0	2	1	0	0	6	accessor	0x146c60	TutorialPanel::SetTuningMode(bool, Hmx::Object *)	SetTuningMode__13TutorialPanelbPQ23Hmx6Object_0x146c60.cpp
22.35	17	0	0	3	0	0	0	4		0x258e40	MetaMusic::ReadyToPlay()	ReadyToPlay__9MetaMusic_0x258e40.cpp
22.45	17	2	0	0	2	0	0	5	accessor	0x270c88	BeatMatchAudio::SetPaused(bool)	SetPaused__14BeatMatchAudiob_0x270c88.cpp
22.5	12	1	0	0	1	0	0	3	opaque	0x3fb940	ps2___Q36OC3Ent4Facet16FxTempCharBuffer1ZcRQ36OC3Ent4Facet16FxTempCharBuffer1Zc	ps2___Q36OC3Ent4Facet16FxTempCharBuffer1ZcRQ36OC3Ent4Facet16FxTempCharBuffer1Zc_0x3fb940.cpp
22.5	18	0	0	4	0	0	0	2		0x2f8070	ArkFile::Seek(int, int)	Seek__7ArkFileii_0x2f8070.cpp
22.55	15	2	0	1	2	0	0	3	accessor	0x2f0018	JoypadRepeat::Reset(JoypadButton)	Reset__12JoypadRepeat12JoypadButton_0x2f0018.cpp
22.55	17	1	0	0	1	0	0	6		0x270d20	BeatMatchAudio::ChangeTrack(int)	ChangeTrack__14BeatMatchAudioi_0x270d20.cpp
